place,title,time,pay,date
충북 전체, 폴더 NC청주,10:00~19:00,"시급8,590",3시간전
경기 안성시, 미쏘 신세계스타필드안성,13:10~22:10,"시급8,590",3시간전
경기 용인시, 미쏘 용인 역북,15:00~22:00,"시급8,590",5시간전
경기 평택시, 폴더 AK수원(HL),10:00~19:00,"시급8,590",08/30
대전 중구, 미쏘 대전중앙 NC,13:00~22:00,"시급8,590",08/29
