place,title,time,pay,date
서울 용산구, 호텔신라,07:00~22:00,"시급36,000",08/21
서울 서초구, 호텔신라,07:00~22:00,"시급36,000",08/21
서울 송파구, 호텔신라,07:00~22:00,"시급36,000",08/21
서울 강남구, 호텔신라,07:00~22:00,"시급36,000",08/21
