place,title,time,pay,date
경기 용인시, 경기점 신세계백화점 자니로켓,11:30~16:00,"시급8,770",2시간전
경기 용인시, 자니로켓 경기점,11:00~20:00,"시급8,770",08/25
서울 은평구, 신세계푸드 데블스다이너 고양점,13:00~22:00,"시급11,000",08/25
경기 고양시, 신세계푸드 데블스다이너 고양점,13:00~22:00,"시급11,000",08/25
경기 고양시, 신세계푸드 데블스다이너 고양점,13:00~22:00,"시급11,000",08/25
경기 수원시, 보노보노 죽전점,13:00~22:00,"월급1,870,000",08/20
경기 수원시, 보노보노 죽전점,13:00~22:00,"월급1,832,930",08/18
